ts_event,symbol,best_level_ofi,integrated_ofi,multi_level_ofi,cross_asset_ofi
2024-10-21 11:56:11.008167451+00:00,AAPL,0,107.23960430339216,400,101.6028713510578
2024-10-21 11:56:11.038752302+00:00,AAPL,-28,-254.65422349600135,-839,243.73044809879167
2024-10-21 11:56:11.038803026+00:00,AAPL,26,234.73233077750845,837,223.26144371948124
2024-10-21 11:56:14.982879375+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:56:14.982891924+00:00,AAPL,0,-68.47557719226168,-200,66.07146361235435
2024-10-21 11:56:15.036962807+00:00,AAPL,0,13.977357534824492,0,12.608368593764736
2024-10-21 11:56:15.039085832+00:00,AAPL,0,-378.6867791006385,-1398,362.087189376348
2024-10-21 11:56:15.039203352+00:00,AAPL,0,358.879079046551,1398,341.72715212724745
2024-10-21 11:56:17.922879284+00:00,AAPL,0,-378.6867791006385,-1398,362.087189376348
2024-10-21 11:56:17.922956219+00:00,AAPL,0,358.879079046551,1398,341.72715212724745
2024-10-21 11:56:23.203362495+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:56:23.203374367+00:00,AAPL,0,-68.47557719226168,-200,66.07146361235435
2024-10-21 11:56:23.230980890+00:00,AAPL,0,107.23960430339216,400,101.6028713510578
2024-10-21 11:56:23.259005865+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:56:23.260424017+00:00,AAPL,-26,-195.96830366637798,-637,187.7300359807778
2024-10-21 11:56:23.260520532+00:00,AAPL,27,176.2176999444932,638,167.42448229678212
2024-10-21 11:56:24.985297090+00:00,AAPL,0,-192.74927304893993,-601,184.6583103995756
2024-10-21 11:56:24.985309618+00:00,AAPL,0,231.5133001600704,801,220.18971813827906
2024-10-21 11:56:25.053201827+00:00,AAPL,0,13.977357534824492,0,12.608368593764736
2024-10-21 11:56:29.970611371+00:00,AAPL,0,-10.181712459494115,-1,10.445165882606572
2024-10-21 11:56:34.567796323+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:56:34.567809267+00:00,AAPL,0,-68.47557719226168,-200,66.07146361235435
2024-10-21 11:56:34.623413180+00:00,AAPL,0,13.977357534824492,0,12.608368593764736
2024-10-21 11:56:42.272625996+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:56:43.878708550+00:00,AAPL,201,324.136961090264,1413,308.5748571806385
2024-10-21 11:56:43.878991240+00:00,AAPL,-201,-343.94466114435147,-1413,328.9348944297391
2024-10-21 11:56:47.448697059+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:56:47.557683879+00:00,AAPL,0,-44.59436963039346,-200,43.28307639403932
2024-10-21 11:56:51.014654312+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:56:51.014666179+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:56:51.014676787+00:00,AAPL,0,232.6536625561214,854,221.27789677342935
2024-10-21 11:56:55.866035650+00:00,AAPL,0,-311.0330897754268,-1054,297.52937901033397
2024-10-21 11:57:04.890399029+00:00,AAPL,201,348.0181686521322,1413,331.36324439895355
2024-10-21 11:57:04.890725062+00:00,AAPL,-201,-367.8258687062197,-1413,351.7232816480541
2024-10-21 11:57:06.458943234+00:00,AAPL,1,347.1179136253685,838,330.5041856561335
2024-10-21 11:57:06.459285665+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:07.554141976+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:08.621131954+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:10.160087903+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:14.110885099+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:14.837669309+00:00,AAPL,0,-366.86851734725326,-837,350.80973934012917
2024-10-21 11:57:14.894521785+00:00,AAPL,0,347.4077224891993,839,330.78073266872343
2024-10-21 11:57:15.098765695+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:15.098777532+00:00,AAPL,0,-127.51864056342751,-200,122.41267613989967
2024-10-21 11:57:15.158138746+00:00,AAPL,0,-127.51864056342751,-200,122.41267613989967
2024-10-21 11:57:15.158151037+00:00,AAPL,0,225.3257310457238,400,214.28529640614843
2024-10-21 11:57:15.238560230+00:00,AAPL,0,350.2684530925051,1054,333.51055428877874
2024-10-21 11:57:15.426680348+00:00,AAPL,0,-311.0330897754268,-1054,297.52937901033397
2024-10-21 11:57:15.993250474+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:17.249143876+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:17.249155657+00:00,AAPL,0,-127.51864056342751,-200,122.41267613989967
2024-10-21 11:57:17.304858834+00:00,AAPL,0,49.1392133441221,0,46.161193902995024
2024-10-21 11:57:17.495155713+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:20.112111433+00:00,AAPL,201,348.0181686521322,1413,331.36324439895355
2024-10-21 11:57:22.737207625+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:23.434433631+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:23.522180556+00:00,AAPL,0,-367.21542254328676,-839,351.14076991782406
2024-10-21 11:57:23.522320812+00:00,AAPL,0,120.09742643809703,427,113.87231077663074
2024-10-21 11:57:23.575986228+00:00,AAPL,0,49.1392133441221,0,46.161193902995024
2024-10-21 11:57:23.893151634+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:23.893151634+00:00,AAPL,0,-9.903850027043735,0,247.7248744549188
2024-10-21 11:57:23.893151634+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:23.893151634+00:00,AAPL,0,-9.903850027043735,0,247.7248744549188
2024-10-21 11:57:23.893151634+00:00,AAPL,-1,-258.8402031349906,-838,10.180018624550296
2024-10-21 11:57:23.893151634+00:00,AAPL,-1,-258.8402031349906,-838,247.7248744549188
2024-10-21 11:57:23.893151634+00:00,AAPL,-1,-258.8402031349906,-838,10.180018624550296
2024-10-21 11:57:23.893151634+00:00,AAPL,-1,-258.8402031349906,-838,247.7248744549188
2024-10-21 11:57:23.893200066+00:00,AAPL,20,386.89251660346974,1432,368.4586756781116
2024-10-21 11:57:23.964289822+00:00,AAPL,0,-211.46576825772584,-828,202.51832602410315
2024-10-21 11:57:23.964302478+00:00,AAPL,0,156.96754860028867,628,149.0552310055135
2024-10-21 11:57:23.993763323+00:00,AAPL,-20,-406.70021665755723,-1432,388.8187129272122
2024-10-21 11:57:25.745564633+00:00,AAPL,0,-176.77524865437616,-628,169.4152682546141
2024-10-21 11:57:25.813792371+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:25.852973172+00:00,AAPL,0,-127.51864056342751,-200,122.41267613989967
2024-10-21 11:57:25.862973670+00:00,AAPL,0,191.65806820363835,828,182.15828877500255
2024-10-21 11:57:25.868673528+00:00,AAPL,200,3.249942393666494,210,2.3718472849067727
2024-10-21 11:57:26.000349886+00:00,AAPL,200,1.5154164134990076,200,0.7166943964323214
2024-10-21 11:57:28.039292565+00:00,AAPL,-200,-21.323116467586477,-200,21.076731645532917
2024-10-21 11:57:28.039302990+00:00,AAPL,-200,-155.23852147173668,-638,148.86407639458216
2024-10-21 11:57:28.039347712+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:28.153707091+00:00,AAPL,0,191.65806820363835,828,182.15828877500255
2024-10-21 11:57:28.163711748+00:00,AAPL,200,3.249942393666494,210,2.3718472849067727
2024-10-21 11:57:28.163725884+00:00,AAPL,0,49.1392133441221,0,46.161193902995024
2024-10-21 11:57:29.331953680+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:29.331966683+00:00,AAPL,0,-127.51864056342751,-200,122.41267613989967
2024-10-21 11:57:30.995192991+00:00,AAPL,200,1.5154164134990076,200,0.7166943964323214
2024-10-21 11:57:31.496234971+00:00,AAPL,0,444.7936533305813,1412,423.71021690355866
2024-10-21 11:57:36.264542456+00:00,AAPL,-500,-493.1495194860256,-1912,471.3120367051158
2024-10-21 11:57:36.267934826+00:00,AAPL,-200,-21.323116467586477,-200,21.076731645532917
2024-10-21 11:57:37.887981490+00:00,AAPL,1,157.77362873191035,638,149.82442436061487
2024-10-21 11:57:38.016963535+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:57:40.885440558+00:00,AAPL,0,-139.9051264921845,-427,134.23234802573134
2024-10-21 11:57:40.885481569+00:00,AAPL,0,119.5093524854151,426,113.311147489054
2024-10-21 11:57:41.319151873+00:00,AAPL,0,107.71094050934005,200,102.05263889079907
2024-10-21 11:57:41.319163898+00:00,AAPL,0,201.7609286039346,853,191.79883539384866
2024-10-21 11:57:41.375697228+00:00,AAPL,0,-44.59436963039346,-200,43.28307639403932
2024-10-21 11:57:41.375709324+00:00,AAPL,0,59.47718917965571,400,56.02609691442775
2024-10-21 11:57:41.965660865+00:00,AAPL,0,-211.62667810446294,-836,202.67187252652286
2024-10-21 11:57:42.074173420+00:00,AAPL,0,178.08107965063306,626,169.20259247685806
2024-10-21 11:57:42.169221771+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:42.207878969+00:00,AAPL,0,-197.88877970472055,-626,189.56262972595866
2024-10-21 11:57:42.313260974+00:00,AAPL,0,178.08107965063306,626,169.20259247685806
2024-10-21 11:57:42.380159117+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:42.412324426+00:00,AAPL,0,-68.47557719226168,-200,66.07146361235435
2024-10-21 11:57:42.412336614+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:48.072962640+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:48.072974095+00:00,AAPL,0,-221.56862865802208,-853,212.15887264294926
2024-10-21 11:57:48.072984615+00:00,AAPL,0,-75.91855064178067,-200,73.17384152117094
2024-10-21 11:57:48.076659157+00:00,AAPL,0,-227.85730870095037,-799,218.1597783986182
2024-10-21 11:57:48.076742621+00:00,AAPL,0,208.04960864686288,799,197.7997411495176
2024-10-21 11:57:48.136477014+00:00,AAPL,0,-68.47557719226168,-200,66.07146361235435
2024-10-21 11:57:48.136488492+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:57:48.194611663+00:00,AAPL,0,-139.31705253950258,-426,133.67118473815458
2024-10-21 11:57:48.194659897+00:00,AAPL,0,121.27357434346085,429,114.99463735178422
2024-10-21 11:57:51.070607242+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:51.271195500+00:00,AAPL,0,266.98076217014335,1051,254.03416490013248
2024-10-21 11:57:51.287108312+00:00,AAPL,0,-201.3937853532568,-798,192.9072439258185
2024-10-21 11:57:51.287157718+00:00,AAPL,0,181.5860852991693,798,172.5472066767179
2024-10-21 11:57:51.322699915+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:57:52.317929239+00:00,AAPL,0,-221.17119513375795,-852,211.77962594778083
2024-10-21 11:57:52.317942384+00:00,AAPL,0,-75.91855064178067,-200,73.17384152117094
2024-10-21 11:57:58.266584280+00:00,AAPL,0,267.37819569440745,1052,254.41341159530091
2024-10-21 11:58:06.284720780+00:00,AAPL,0,-199.6530015627663,-629,191.24611958868888
2024-10-21 11:58:06.284733562+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:58:06.339571308+00:00,AAPL,0,-338.78598567014177,-1052,324.01228346313013
2024-10-21 11:58:06.359829740+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:58:06.360206541+00:00,AAPL,0,193.11165750282836,827,183.5453608366026
2024-10-21 11:58:06.360243785+00:00,AAPL,0,-201.3937853532568,-798,192.9072439258185
2024-10-21 11:58:06.414660818+00:00,AAPL,0,-68.47557719226168,-200,66.07146361235435
2024-10-21 11:58:06.414672832+00:00,AAPL,0,179.8453015086788,629,170.88608233958828
2024-10-21 11:58:14.036350634+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:14.036377136+00:00,AAPL,0,107.71094050934005,200,102.05263889079907
2024-10-21 11:58:14.144708873+00:00,AAPL,0,-127.51864056342751,-200,122.41267613989967
2024-10-21 11:58:18.578706483+00:00,AAPL,0,107.71094050934005,200,102.05263889079907
2024-10-21 11:58:18.578717695+00:00,AAPL,0,201.36349507967046,852,191.41958869868023
2024-10-21 11:58:18.649580622+00:00,AAPL,0,-221.17119513375795,-852,211.77962594778083
2024-10-21 11:58:18.666193529+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:18.666193529+00:00,AAPL,0,-9.903850027043735,0,6.638586892730944
2024-10-21 11:58:18.666193529+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:18.666193529+00:00,AAPL,0,-9.903850027043735,0,6.638586892730944
2024-10-21 11:58:18.666193529+00:00,AAPL,65,-6.192588433867343,65,10.180018624550296
2024-10-21 11:58:18.666193529+00:00,AAPL,65,-6.192588433867343,65,6.638586892730944
2024-10-21 11:58:18.666193529+00:00,AAPL,65,-6.192588433867343,65,10.180018624550296
2024-10-21 11:58:18.666193529+00:00,AAPL,65,-6.192588433867343,65,6.638586892730944
2024-10-21 11:58:18.721960191+00:00,AAPL,0,193.11165750282836,827,183.5453608366026
2024-10-21 11:58:18.722551669+00:00,AAPL,0,86.3642912944382,398,81.68282690107955
2024-10-21 11:58:18.722579315+00:00,AAPL,0,-115.01627594690603,-425,110.48242825407777
2024-10-21 11:58:18.733836431+00:00,AAPL,0,-212.12449050838765,-825,203.14690469536635
2024-10-21 11:58:18.771745684+00:00,AAPL,0,192.31679045430016,825,182.78686744626575
2024-10-21 11:58:19.574896952+00:00,AAPL,0,-212.12449050838765,-825,203.14690469536635
2024-10-21 11:58:19.574907103+00:00,AAPL,0,192.31679045430016,825,182.78686744626575
2024-10-21 11:58:19.604471701+00:00,AAPL,0,48.667877138174205,200,45.71142636325375
2024-10-21 11:58:19.632503658+00:00,AAPL,0,69.58285482577752,200,65.66932040913748
2024-10-21 11:58:21.722356897+00:00,AAPL,0,-89.39055487986498,-200,86.02935765823807
2024-10-21 11:58:21.794663862+00:00,AAPL,0,27.71525593456688,210,25.71761139432892
2024-10-21 11:58:32.993346096+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:58:37.947553299+00:00,AAPL,0,69.58285482577752,200,65.66932040913748
2024-10-21 11:58:37.947562931+00:00,AAPL,0,-212.12449050838765,-825,203.14690469536635
2024-10-21 11:58:37.947573917+00:00,AAPL,0,192.31679045430016,825,182.78686744626575
2024-10-21 11:58:40.491423845+00:00,AAPL,0,-141.08127439754833,-429,135.3546746008848
2024-10-21 11:58:40.491466764+00:00,AAPL,0,119.5093524854151,426,113.311147489054
2024-10-21 11:58:50.556727313+00:00,AAPL,0,149.06955967859875,400,141.51865944282525
2024-10-21 11:58:53.131341094+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:58:53.954307531+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:53.954307531+00:00,AAPL,0,-9.903850027043735,0,8.000676020353772
2024-10-21 11:58:53.954307531+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:53.954307531+00:00,AAPL,0,-9.903850027043735,0,8.000676020353772
2024-10-21 11:58:53.954307531+00:00,AAPL,40,-7.6199967389351855,40,10.180018624550296
2024-10-21 11:58:53.954307531+00:00,AAPL,40,-7.6199967389351855,40,8.000676020353772
2024-10-21 11:58:53.954307531+00:00,AAPL,40,-7.6199967389351855,40,10.180018624550296
2024-10-21 11:58:53.954307531+00:00,AAPL,40,-7.6199967389351855,40,8.000676020353772
2024-10-21 11:58:53.954317948+00:00,AAPL,100,215.28431072704404,882,204.70337832888558
2024-10-21 11:58:53.954477659+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:53.954477659+00:00,AAPL,0,-9.903850027043735,0,397.3575353157465
2024-10-21 11:58:53.954477659+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:53.954477659+00:00,AAPL,0,-9.903850027043735,0,397.3575353157465
2024-10-21 11:58:53.954477659+00:00,AAPL,-201,-415.64851948570237,-1609,10.180018624550296
2024-10-21 11:58:53.954477659+00:00,AAPL,-201,-415.64851948570237,-1609,397.3575353157465
2024-10-21 11:58:53.954477659+00:00,AAPL,-201,-415.64851948570237,-1609,10.180018624550296
2024-10-21 11:58:53.954477659+00:00,AAPL,-201,-415.64851948570237,-1609,397.3575353157465
2024-10-21 11:58:53.954501480+00:00,AAPL,100,322.5118515910129,882,307.0241138002984
2024-10-21 11:58:53.954502815+00:00,AAPL,0,210.35792209373383,772,200.0024245989312
2024-10-21 11:58:53.954507571+00:00,AAPL,0,7.441409774631126,100,6.3715102601942135
2024-10-21 11:58:53.954515456+00:00,AAPL,0,7.441409774631126,100,6.3715102601942135
2024-10-21 11:58:53.954518683+00:00,AAPL,0,7.441409774631126,100,6.3715102601942135
2024-10-21 11:58:53.954521070+00:00,AAPL,40,-7.6199967389351855,40,8.000676020353772
2024-10-21 11:58:53.954534910+00:00,AAPL,0,-236.76929328393985,-826,226.66394448966196
2024-10-21 11:58:53.954535707+00:00,AAPL,0,256.1606696907156,702,243.70920723120426
2024-10-21 11:58:53.954546864+00:00,AAPL,0,-27.249109828718595,-100,26.731547509294806
2024-10-21 11:58:53.954549208+00:00,AAPL,-100,-15.613483247315106,-100,15.628375135041605
2024-10-21 11:58:53.954555754+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:53.954564591+00:00,AAPL,0,-27.249109828718595,-100,26.731547509294806
2024-10-21 11:58:53.954570870+00:00,AAPL,0,-27.249109828718595,-100,26.731547509294806
2024-10-21 11:58:53.954666995+00:00,AAPL,0,-264.2540243117595,-662,252.89095548274403
2024-10-21 11:58:53.954950395+00:00,AAPL,0,-212.59410399825595,-712,203.59502835169062
2024-10-21 11:58:54.013566047+00:00,AAPL,0,216.96159322985235,826,206.30390724056136
2024-10-21 11:58:54.013589130+00:00,AAPL,0,-236.76929328393985,-826,226.66394448966196
2024-10-21 11:58:54.021444014+00:00,AAPL,0,216.96159322985235,826,206.30390724056136
2024-10-21 11:58:54.043347922+00:00,AAPL,0,-75.91855064178067,-200,73.17384152117094
2024-10-21 11:58:54.063766628+00:00,AAPL,0,-326.2027625438241,-722,312.0048772080609
2024-10-21 11:58:54.213766156+00:00,AAPL,-40,-231.6662308489687,-822,221.7944016716914
2024-10-21 11:58:58.704657287+00:00,AAPL,0,99.87209510979834,407,94.57250440235325
2024-10-21 11:58:58.704745556+00:00,AAPL,0,-106.18473110558828,-371,102.05502092727184
2024-10-21 11:58:58.758409305+00:00,AAPL,0,-44.59436963039346,-200,43.28307639403932
2024-10-21 11:58:58.758422757+00:00,AAPL,0,24.786669576305986,200,22.923039144938727
2024-10-21 11:58:58.912375357+00:00,AAPL,100,160.84059075555783,682,152.75104011057982
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,10.125535059445383
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,483.3788519917923
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,10.125535059445383
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,483.3788519917923
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,10.180018624550296
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,10.125535059445383
2024-10-21 11:58:58.912551174+00:00,AAPL,0,-9.903850027043735,0,483.3788519917923
